y,x1,x2,x3,x4
0,3910.97,3911.22,3910.56,3910.78
1,3910.5,3910.91,3910.09,3910.38
1,3910.34,3911.09,3910.13,3910.81
0,3910.78,3911.28,3910.5,3910.91
1,3910.94,3911,3910.44,3910.75
0,3910.84,3911.34,3910.72,3911.06
1,3911,3911.41,3910.81,3910.88
1,3910.81,3911.5,3910.63,3911.09
0,3911.06,3912.09,3911.06,3911.75
1,3911.84,3911.94,3911.38,3911.66
0,3911.78,3912.66,3911.5,3911.78
1,3911.75,3912.84,3911.28,3911.47
0,3911.59,3912.16,3911.25,3912.03
0,3912.06,3912.06,3911.53,3911.88
1,3911.84,3912.09,3911.69,3911.72
0,3911.69,3912.28,3911.5,3912
1,3912.13,3912.19,3911.03,3911.03
0,3910.94,3911.97,3910.94,3911.28
0,3911.19,3911.44,3910.78,3910.78
0,3910.81,3911.09,3909.09,3909.41
1,3909.44,3909.44,3907.78,3908.09
0,3908.16,3908.31,3907.84,3908.19
0,3908.16,3908.16,3907.34,3907.34
0,3907.28,3907.34,3904.41,3904.41
0,3904.44,3904.44,3901.66,3904.38
0,3904.16,3904.19,3903.53,3903.97
0,3904,3904.03,3902.59,3902.88
1,3902.84,3903.06,3902,3902
0,3901.97,3903.84,3901.47,3903.84
0,3904,3904.63,3902.91,3902.97
1,3903.03,3903.31,3901.91,3902.47
0,3902.44,3903.47,3901.84,3903.16
0,3903.09,3904.06,3902.69,3902.84
1,3902.81,3902.84,3898.97,3899.28
1,3899.09,3901.19,3899,3900.22
1,3900.13,3901.5,3899.94,3900.97
0,3901.38,3902.5,3901.28,3902.25
1,3902.28,3902.28,3901,3901.38
1,3901.31,3902.28,3901.28,3902.13
0,3902.19,3903.56,3902.16,3902.88
1,3902.72,3902.81,3901.63,3901.81
1,3901.84,3902.75,3901.66,3902.44
1,3902.5,3904.34,3902.41,3904.34
0,3904.41,3904.94,3904.38,3904.72
0,3904.75,3904.78,3904.16,3904.28
1,3904.25,3904.31,3903.63,3903.75
0,3904.75,3905.19,3904.53,3905.19
0,3905.22,3905.63,3904.56,3904.56
0,3904.53,3904.72,3903.66,3904.13
1,3904.09,3904.09,3903.31,3903.66
0,3903.5,3904.06,3903.41,3903.97
0,3904.09,3904.19,3900.78,3900.81
1,3901,3901,3899.22,3899.31
0,3899.34,3900.22,3898.88,3899.44
1,3899.41,3899.41,3898.41,3898.75
0,3898.72,3900.28,3898.63,3900.03
1,3900.09,3900.44,3899.06,3899.09
1,3898.97,3900.03,3898.78,3900
1,3899.97,3901.22,3899.91,3900.69
1,3900.66,3901.44,3900.59,3901.38
0,3901.5,3902.38,3901.5,3902.34
1,3902.31,3902.66,3901.75,3902.09
0,3901.97,3902.75,3901.97,3902.75
1,3902.25,3903.03,3902.25,3902.72
1,3902.78,3903.28,3902.56,3903.06
0,3902.97,3903.53,3902.97,3903.38
1,3903.44,3903.63,3902.59,3902.69
0,3902.59,3903.19,3902.53,3903.19
0,3903.22,3903.38,3902.44,3902.44
0,3902.56,3902.56,3901.5,3902.03
1,3901.88,3901.88,3899.41,3899.72
0,3899.66,3900.25,3899.41,3900.19
0,3900.09,3900.09,3898.22,3898.25
1,3898.13,3898.69,3898.03,3898.16
0,3898.19,3901.22,3898.19,3901.16
0,3901.13,3901.13,3899.84,3900.06
0,3900.16,3900.16,3899.13,3899.13
0,3899.16,3899.28,3898.69,3899.06
1,3899.03,3899.28,3898.31,3898.34
1,3898.44,3899.03,3898.34,3898.81
1,3898.91,3899.84,3898.91,3899.78
0,3899.91,3902.09,3899.91,3901.88
0,3901.91,3902,3901.09,3901.28
0,3901.41,3901.41,3899.84,3899.84
0,3899.78,3899.84,3899.22,3899.34
0,3899.28,3899.38,3898.25,3898.28
0,3898.34,3898.47,3897.41,3897.63
1,3897.75,3897.75,3896.34,3896.97
1,3897.13,3898.81,3897.13,3898.81
1,3898.91,3901.41,3898.91,3901.34
0,3901.56,3902.25,3901.41,3901.53
1,3901.72,3901.75,3900.72,3900.97
0,3901.06,3902.13,3901,3902.09
1,3902.13,3902.31,3901.78,3901.84
1,3901.81,3902.06,3901.34,3902.06
0,3902.75,3903.81,3902.66,3903.81
0,3903.66,3904.03,3902.47,3902.63
1,3902.53,3902.75,3902.19,3902.41
1,3902.34,3902.63,3902,3902.56
1,3902.59,3903.94,3902.53,3903.94
1,3903.91,3906,3903.91,3905.88
0,3905.75,3906.47,3905.44,3906.13
0,3906.09,3906.09,3904.69,3904.72
0,3904.69,3904.75,3903.56,3903.56
1,3903.66,3903.91,3903,3903.09
1,3903.06,3903.72,3902.59,3903.59
0,3903.47,3903.97,3903.41,3903.84
1,3903.91,3904.13,3902.69,3902.91
0,3902.94,3903.5,3902.72,3903.38
0,3903.41,3903.63,3902.91,3902.91
1,3902.81,3902.91,3902.06,3902.78
1,3902.84,3903.09,3900,3903.09
1,3903.34,3904.34,3902.81,3903.97
1,3903.94,3905.22,3903.5,3905.06
0,3905.13,3906.72,3905,3906.72
1,3906.81,3907.03,3905.97,3906.31
0,3906.25,3907.03,3906.25,3907
1,3906.97,3907,3905.97,3906.22
1,3906.28,3907.28,3906.06,3907.16
1,3907.22,3907.69,3906.97,3907.69
1,3907.72,3909.16,3907.66,3909.16
0,3909.13,3910.78,3909.13,3909.75
1,3909.69,3909.88,3909.03,3909.03
0,3909.13,3909.41,3908.94,3909.09
0,3909.19,3909.19,3907.44,3907.5
0,3907.22,3907.28,3906.38,3906.41
1,3906.47,3906.53,3904.34,3904.5
1,3904.75,3906.28,3904.63,3906.09
0,3905.97,3907.09,3905.97,3907
0,3907.06,3907.34,3904.56,3905
1,3905.06,3905.25,3904.41,3904.75
0,3904.63,3905.84,3904.63,3905.75
0,3905.78,3906.13,3905.09,3905.28
1,3905.25,3905.31,3904.78,3905.19
1,3905.22,3906.63,3905.22,3906.63
0,3906.72,3908.78,3906.59,3908.78
1,3908.75,3908.81,3907.69,3907.69
0,3907.72,3908.34,3907.53,3907.94
1,3908.03,3908.03,3904.75,3905.13
0,3905.16,3905.59,3904.97,3905.25
0,3905.22,3905.41,3904.06,3904.06
1,3904.16,3904.19,3901.84,3901.94
0,3901.88,3902.63,3901.75,3902.16
0,3902.22,3902.22,3900.47,3900.47
0,3900.69,3900.69,3897.72,3897.88
1,3898.06,3898.06,3897.03,3897.63
1,3897.53,3899.06,3897,3899.06
1,3899.28,3901.03,3899.28,3899.34
1,3899.5,3899.91,3898.88,3899.91
0,3900.03,3900.84,3899.59,3900.63
0,3900.59,3900.84,3899.81,3900.5
0,3900.34,3900.63,3899.78,3900.41
0,3900.53,3900.63,3899.53,3900.31
0,3900.5,3900.69,3898.25,3899.06
1,3898.41,3899.09,3897.41,3897.81
1,3898.19,3899.44,3898.13,3898.97
1,3898.78,3899.94,3898.69,3899.63
1,3899.75,3901.28,3899.75,3901.09
1,3901.16,3901.78,3900.91,3901.28
1,3901.56,3902.56,3901.53,3902.22
1,3902.19,3903.5,3902.19,3902.94
0,3902.97,3903.81,3902.84,3903.41
0,3903.47,3903.69,3902.41,3902.47
0,3902.53,3902.78,3901.78,3902.03
1,3902.19,3902.31,3901.53,3901.59
1,3901.72,3902.38,3901,3902.38
0,3902.28,3903.97,3901.69,3903.69
1,3903.75,3904.19,3901.47,3902.25
0,3919.09,3923,3915.81,3921
0,3920.72,3920.78,3917.69,3918.72
1,3918.56,3919.41,3916.81,3917.06
1,3917.19,3920.13,3916.53,3919.91
1,3920.19,3922.66,3920.16,3922.5
0,3922.72,3925.44,3922.47,3923.78
0,3924.06,3924.41,3921.91,3923.78
1,3923.72,3923.81,3922.44,3923.56
0,3923.63,3929.25,3923.5,3928.09
1,3928.22,3928.34,3925.28,3925.41
0,3925.44,3927.72,3924.5,3926.97
0,3927.16,3928.31,3925.81,3926.13
0,3926.22,3926.5,3924.75,3924.84
1,3924.72,3925.22,3924.19,3924.34
1,3924.44,3925.56,3923.59,3924.75
1,3924.59,3926.63,3924.28,3926.59
0,3926.06,3927.78,3926.03,3927.78
0,3927.47,3928.84,3925.94,3926.03
1,3926,3926.63,3924.75,3924.75
1,3925.03,3925.13,3924.19,3924.81
0,3924.69,3926.69,3924.63,3926.63
0,3926.56,3927.47,3926.41,3926.63
0,3926.81,3928.22,3926.44,3926.63
0,3926.75,3926.75,3925.34,3926.34
1,3926.38,3926.47,3925.47,3925.91
0,3926,3926.75,3925.66,3926.09
0,3926.13,3926.19,3925,3926
1,3925.72,3926.09,3923.69,3924
1,3924.03,3925.31,3924.03,3924.66
1,3924.72,3924.81,3923.5,3924.81
1,3924.72,3925.75,3924.53,3925.69
1,3925.63,3926.81,3925.63,3926.47
0,3926.34,3927.66,3926.34,3927.59
1,3927.5,3927.91,3927.22,3927.28
0,3927.25,3927.5,3926.81,3927.38
1,3927.28,3927.28,3925.25,3925.63
0,3925.56,3926.06,3925.34,3925.84
0,3925.97,3926.03,3924.72,3924.94
0,3924.84,3925.19,3924.28,3924.28
1,3924.5,3924.5,3923.22,3923.22
0,3923.16,3923.5,3922.88,3923.28
0,3923.22,3923.38,3921.34,3922
1,3921.88,3922.06,3921.53,3921.53
1,3921.63,3923.66,3921.53,3922.94
1,3923.19,3923.69,3922.72,3923.31
1,3923.19,3923.38,3922.5,3923.38
0,3923.53,3924.28,3923.34,3923.94
1,3924.28,3924.31,3923.25,3923.75
1,3923.63,3924.41,3923.56,3924.03
1,3924.09,3924.63,3923.81,3924.44
0,3924.19,3925,3923.78,3925
1,3925.03,3925.25,3924.44,3924.94
1,3925.06,3925.75,3925,3925.56
0,3925.5,3928.19,3925.41,3926.34
1,3925.28,3926.75,3925.22,3926
0,3925.97,3926.34,3925.28,3926.19
1,3926.22,3926.44,3925.22,3925.69
0,3925.66,3926.31,3925.41,3925.84
0,3926.09,3926.56,3924.94,3925.78
1,3925.88,3926.09,3925.09,3925.72
0,3925.75,3926.19,3925.56,3926.09
1,3926.25,3926.25,3925.03,3925.63
1,3925.44,3926.38,3925.38,3926.34
0,3926.47,3926.72,3925.97,3926.44
1,3926.34,3926.53,3926,3926.28
1,3926.13,3927.63,3926.13,3927.63
1,3927.69,3929.69,3927.63,3929.22
0,3929.13,3932.69,3929.06,3931.53
1,3931.72,3931.72,3930.5,3930.72
0,3930.63,3931.84,3930.59,3931.75
1,3931.84,3932.25,3931.72,3931.72
1,3931.47,3934.44,3931.47,3934.16
0,3934.38,3936.78,3934.38,3936.03
0,3935.56,3935.56,3934.44,3934.53
0,3934.5,3934.81,3933.97,3934.5
1,3934.41,3934.47,3933.59,3933.81
0,3933.75,3935.22,3933.75,3935.03
0,3935.06,3935.31,3933.53,3933.72
0,3933.63,3934.16,3933.44,3933.69
0,3933.81,3933.88,3932.75,3932.81
1,3932.75,3932.75,3932,3932.28
1,3932.31,3934.03,3932.31,3933.94
1,3934.16,3934.41,3933.91,3934.13
1,3934.22,3935.06,3934.22,3935.03
0,3935,3935.31,3934.78,3935.22
1,3935.16,3935.19,3934.38,3934.44
1,3934.34,3936.44,3934.34,3935.97
1,3936.19,3936.53,3935.5,3936.44
0,3936.56,3939.16,3936.47,3938.84
1,3938.78,3939.19,3938.44,3938.72
0,3938.75,3939.41,3938.38,3939.25
0,3939.31,3940.03,3938.66,3938.72
0,3938.81,3938.81,3937.03,3937.03
0,3937.19,3937.19,3936,3936.31
0,3936.25,3936.25,3935.63,3936.06
0,3936.13,3936.25,3935.28,3935.31
1,3935.41,3935.81,3934.84,3934.88
1,3934.91,3935.19,3934.78,3935.09
1,3935.16,3935.34,3934.88,3935.19
1,3935.09,3935.72,3935.03,3935.41
1,3935.53,3935.75,3935.34,3935.56
1,3935.53,3936.25,3935.34,3936.25
1,3936.31,3938.03,3936.28,3938.03
0,3938.06,3938.75,3938.03,3938.59
0,3938.5,3938.59,3938.09,3938.22
0,3938.31,3938.34,3937.44,3937.47
0,3937.44,3937.59,3936.22,3936.34
0,3936.19,3936.28,3935.41,3935.88
1,3935.94,3936.41,3935.59,3935.84
0,3935.91,3936.81,3935.72,3936.66
1,3936.63,3936.63,3936,3936.5
1,3936.56,3938.06,3936.53,3938.03
1,3938.09,3938.59,3938.09,3938.59
0,3938.56,3939.28,3938.47,3938.72
1,3938.59,3938.63,3938,3938.47
0,3938.53,3938.88,3937.75,3938.72
0,3938.56,3938.81,3937,3937.31
0,3937.34,3937.34,3936.41,3936.44
0,3936.38,3936.38,3935.75,3936.19
0,3936.13,3936.22,3935.31,3935.72
1,3935.63,3936,3935.41,3935.44
0,3935.75,3936.53,3935.75,3936.13
0,3936.06,3936.19,3935,3935.28
0,3935.38,3935.66,3934.78,3935.22
1,3935.28,3935.41,3934.69,3935.13
0,3935.06,3935.72,3934.91,3935.72
0,3935.69,3936.69,3935.31,3935.72
1,3935.94,3936.03,3935.09,3935.25
1,3935.28,3936.13,3935.22,3936.13
1,3936.19,3936.66,3935.75,3936.25
1,3936.28,3937.03,3936.13,3936.56
0,3936.53,3936.81,3936.47,3936.81
0,3936.75,3937.09,3936.53,3936.59
1,3936.44,3936.59,3936.25,3936.53
1,3936.5,3936.75,3936.41,3936.66
0,3936.69,3938.06,3936.69,3938.06
0,3938.09,3938.22,3937.47,3937.66
0,3937.78,3938.13,3936.66,3936.75
0,3936.81,3936.91,3936.31,3936.59
0,3936.5,3936.75,3936.25,3936.56
0,3936.53,3936.63,3936.25,3936.5
1,3936.59,3936.59,3935.72,3935.91
0,3935.94,3936.44,3935.78,3936.41
0,3936.44,3936.72,3935.81,3935.84
1,3935.81,3936.09,3935.59,3935.81
1,3935.88,3936.19,3935.75,3936.06
1,3936.03,3937.56,3936,3937.5
0,3937.66,3938.13,3937.5,3937.59
0,3937.56,3937.56,3936.75,3937.13
0,3937.16,3937.41,3936.59,3936.69
1,3936.66,3937.09,3936.22,3936.63
1,3936.56,3938.22,3936.19,3937.34
0,3937.5,3937.88,3937.22,3937.5
1,3937.41,3937.66,3936.94,3937.09
1,3937.13,3937.94,3937.09,3937.69
1,3937.91,3938.06,3937.59,3937.84
0,3937.78,3938.41,3937.78,3938.09
0,3938,3938.47,3937.81,3938.03
0,3938,3938.25,3937.53,3937.56
0,3938,3938,3936.75,3936.94
1,3937,3937.16,3936.66,3936.94
1,3937.03,3937.13,3936.38,3937.13
1,3937.09,3937.69,3937.03,3937.16
0,3938.5,3947.5,3938.5,3947.16
1,3947.34,3947.91,3943.72,3943.72
1,3943.78,3944.91,3943.5,3944.13
0,3944.47,3946.53,3944.38,3946.5
0,3946.53,3947.94,3944.75,3944.75
1,3944.56,3944.66,3943.28,3943.66
0,3943.91,3947.28,3943.91,3947.19
1,3947.53,3947.59,3944.5,3944.69
0,3944.88,3945.13,3943.59,3944.91
1,3945.09,3945.25,3943.97,3944.25
0,3944.22,3946.63,3943.88,3946.63
0,3946.78,3947.41,3946.25,3946.41
0,3946.38,3946.53,3945.78,3945.81
0,3945.34,3945.5,3944.47,3944.56
1,3944.59,3944.94,3943.56,3944.06
0,3943.69,3945.31,3943.19,3945.19
1,3945.13,3945.41,3944,3944.25
0,3944.06,3945.41,3943.63,3945.41
0,3945.22,3945.75,3944.78,3945.19
0,3945.22,3945.22,3943.81,3943.97
1,3944,3944.69,3943.66,3943.88
0,3943.91,3944.16,3943.75,3943.94
0,3943.97,3944.16,3943,3943
0,3942.84,3943,3941.56,3941.94
1,3941.81,3942.06,3941.5,3941.81
1,3941.72,3942.31,3941.38,3942.13
0,3942.31,3942.84,3942.31,3942.75
0,3942.63,3943.19,3942.13,3942.63
1,3942.53,3942.56,3941.53,3942
0,3941.91,3942.69,3941.72,3942.56
0,3942.72,3942.88,3942.06,3942.22
1,3942.31,3942.31,3941.84,3941.91
0,3942.16,3942.66,3941.28,3942.59
0,3942.84,3942.84,3941.63,3941.84
0,3941.97,3942,3940.84,3941.38
0,3941.31,3941.69,3940.69,3940.88
0,3940.72,3940.88,3940.44,3940.66
0,3940.91,3940.91,3940.22,3940.41
0,3940.63,3940.66,3940.19,3940.34
0,3940.31,3940.63,3940.06,3940.31
0,3940.22,3940.25,3935.88,3936.03
1,3936.13,3936.13,3927.38,3928.03
0,3928.16,3929.75,3925.13,3929.5
1,3929.72,3929.72,3927.44,3927.44
0,3927.53,3928.03,3927.19,3927.88
0,3927.94,3928.5,3924.56,3926
1,3925.91,3925.91,3923.09,3924.28
1,3924.31,3924.91,3922.94,3924.78
1,3924.5,3927.28,3924.28,3927.22
0,3927.56,3927.59,3926.56,3927.47
0,3927.69,3928,3925.88,3926.91
0,3927.03,3927.94,3926.38,3926.59
1,3926.81,3926.94,3926.28,3926.59
1,3926.72,3928.63,3926.69,3927.66
1,3927.22,3928.72,3927.16,3928.66
0,3928.56,3929.84,3928.41,3929.66
0,3929.56,3930.5,3929.22,3929.34
1,3929.38,3929.59,3928.41,3929
0,3929.09,3929.69,3929,3929.41
1,3929.34,3929.69,3928.59,3928.81
1,3928.94,3930.69,3928.91,3930.5
0,3930.53,3931.38,3930.41,3930.84
0,3930.88,3931.06,3930.31,3930.5
1,3930.38,3930.38,3927.88,3928.03
1,3928,3928.81,3927.94,3928.34
1,3928.5,3929.16,3928.31,3929.16
0,3929.22,3930.19,3929.06,3930.19
0,3930.16,3930.31,3929.69,3930
1,3930.06,3930.44,3929.31,3929.97
0,3930.22,3930.5,3930.03,3930.38
0,3930.34,3930.47,3930.03,3930.19
0,3930.31,3930.31,3929.41,3929.5
0,3929.47,3929.66,3929.09,3929.25
1,3929.31,3929.38,3928.22,3928.56
1,3928.63,3928.84,3928.03,3928.78
0,3928.75,3930.31,3928.5,3930.28
1,3930.16,3930.31,3929.28,3929.75
1,3929.78,3930.72,3929.59,3930.66
1,3930.72,3931.91,3930.72,3931.91
0,3931.81,3933.13,3931.5,3933.13
1,3933.09,3933.19,3930.72,3931.25
1,3931.09,3931.56,3930.91,3931.56
1,3931.66,3932.38,3931.5,3932.38
0,3932.28,3932.53,3932.06,3932.47
1,3932.34,3932.44,3931.31,3931.44
1,3931.56,3932.53,3931.53,3931.84
0,3931.91,3932.72,3931.69,3932.44
1,3932.47,3932.78,3931.81,3931.94
0,3932,3933.06,3931.88,3932.75
0,3932.78,3933.41,3931.53,3931.75
1,3931.84,3932.03,3929.28,3929.81
0,3929.63,3930.41,3929.31,3930.41
1,3930.47,3930.78,3928.94,3929.09
0,3929.03,3930.31,3928.91,3930.28
0,3930.22,3930.5,3929.16,3929.75
1,3929.13,3929.81,3928.63,3929.09
0,3929.03,3929.63,3928.72,3929.5
1,3929.44,3929.66,3928.66,3929.06
0,3929.09,3930.69,3928.88,3930.69
0,3930.19,3931.47,3928.94,3929.56
1,3929.41,3929.84,3929.06,3929.31
0,3929.28,3930.63,3929.22,3930.53
1,3930.59,3930.78,3929.84,3930.16
1,3930.19,3930.72,3930.09,3930.53
1,3930.56,3931.91,3930.38,3931.69
1,3931.88,3932.47,3931.66,3932.47
1,3932.56,3935.16,3932.47,3934.94
1,3935.22,3936.94,3935.06,3936.94
0,3937.09,3938.03,3937.09,3937.72
0,3937.66,3937.66,3936.5,3936.72
0,3936.59,3936.88,3935.56,3935.97
1,3936.09,3936.13,3934.88,3935.88
1,3936.13,3936.34,3935.88,3936.06
1,3936.31,3936.94,3935.97,3936.72
0,3936.88,3939.44,3936.69,3939.34
0,3939.47,3939.47,3936.56,3937.06
0,3937,3937.31,3936.16,3936.16
0,3935.91,3936.47,3935.78,3936.13
0,3936.28,3936.34,3935.13,3935.44
1,3935.66,3935.66,3934.44,3935.19
1,3935.16,3935.84,3934.97,3935.69
1,3935.56,3936.44,3935.28,3936.44
1,3936.28,3937.63,3936.28,3937.34
0,3937.22,3938.34,3937.22,3938.34
1,3938.06,3938.19,3937.5,3937.66
1,3937.88,3939.56,3937.56,3939.56
1,3939.66,3942.47,3939.66,3941.78
1,3941.84,3943.09,3941.84,3943.09
0,3942.97,3944.31,3942.97,3944.31
0,3944.28,3945.44,3944,3944.09
1,3944.19,3944.22,3943,3943.13
1,3943.09,3945.31,3942.09,3944.94
0,3944.84,3945.81,3944.72,3945.81
0,3945.88,3945.97,3943.53,3943.59
0,3943.81,3943.81,3942.59,3943.09
1,3943.06,3943.34,3942.56,3942.56
1,3942.69,3943.41,3942.41,3943.31
0,3943.34,3944.13,3943.19,3943.94
1,3943.69,3943.75,3943.13,3943.59
1,3943.47,3943.78,3942.28,3943.78
0,3943.94,3944.94,3943.75,3943.84
1,3944,3944.13,3943,3943.34
1,3943.19,3944.09,3942.63,3944.06
0,3943.94,3946.16,3943.94,3946.13
1,3946.31,3946.47,3944.09,3944.16
1,3944.34,3945.47,3944.03,3944.91
0,3944.94,3946.22,3944.91,3945.5
1,3945.38,3945.44,3944.34,3944.5
1,3944.22,3945.88,3944.19,3945.25
0,3945,3945.34,3944.28,3945.34
0,3945.41,3945.81,3944.63,3945.13
0,3945,3945.19,3944.47,3944.69
1,3944.97,3945.13,3944.16,3944.34
1,3944.22,3948.31,3944.06,3948.22
0,3948.5,3948.81,3948.09,3948.69
1,3948.53,3949.06,3948.25,3948.47
1,3948.28,3949.31,3948.09,3948.56
0,3948.66,3949.34,3946.53,3949.03
0,3949.59,3949.63,3946.59,3947.06
1,3947.09,3947.94,3946.81,3946.81
1,3946.72,3947.94,3946.16,3947.66
0,3947.56,3947.97,3947.47,3947.78
1,3947.69,3948.19,3947.28,3947.63
0,3947.5,3948.31,3946.81,3947.91
1,3948.13,3948.44,3946.47,3946.5
0,3946.47,3947.06,3945.78,3946.94
1,3947.06,3947.06,3946.06,3946.22
1,3946.03,3947.59,3945.94,3947.5
1,3947.66,3947.72,3947.28,3947.63
0,3947.88,3948.19,3947.44,3948.03
0,3948.44,3948.44,3946.97,3947.09
0,3947.13,3947.19,3945.41,3945.41
0,3945.38,3945.56,3944.09,3944.94
1,3945.13,3945.16,3944.47,3944.63
1,3944.69,3945.41,3944.53,3944.75
1,3944.59,3945.53,3944.22,3945.53
1,3945.63,3946.34,3945.03,3946.31
1,3946.44,3946.97,3946.34,3946.94
1,3946.88,3948.13,3946.81,3948.13
1,3947.91,3949.88,3947.91,3949.84
1,3949.69,3951.44,3949.56,3950.88
0,3950.97,3952.22,3950.53,3951.31
0,3951.63,3952,3951.16,3951.19
1,3951.03,3951.22,3948.78,3948.88
1,3949,3951.25,3949,3950.09
0,3950.16,3952.31,3950.13,3952.22
0,3952.19,3952.47,3950.88,3951
1,3951.31,3951.75,3950.5,3950.5
0,3950.44,3950.81,3950.06,3950.63
1,3950.5,3951.47,3950.19,3950.22
0,3950.09,3951.16,3949.78,3950.69
0,3950.78,3950.97,3949.91,3950.44
0,3950.38,3950.84,3949.41,3949.41
0,3949,3949.44,3948.69,3948.88
0,3949,3949.19,3947.88,3948.44
1,3948.34,3949.25,3947.88,3948.19
1,3948.38,3950.28,3948,3950.13
1,3950.34,3951.69,3949.91,3951.31
0,3951.16,3951.63,3949.84,3951.44
0,3951,3951.25,3950.19,3950.78
1,3950.84,3951.31,3949.78,3950
1,3950.13,3950.44,3949.63,3950.41
0,3950.63,3951.13,3949.88,3950.91
0,3950.78,3951.44,3950.56,3950.72
0,3950.75,3951.06,3950.13,3950.47
1,3950.44,3951.16,3949.78,3949.97
1,3949.94,3950.59,3949.34,3950.28
1,3950.16,3951,3950.16,3950.78
0,3950.81,3952.66,3950.69,3952.44
0,3952.34,3953.25,3951.97,3952.41
0,3952.25,3952.47,3951.03,3951.09
1,3951.5,3952.03,3949.09,3950.19
0,3964.47,3966.56,3962.09,3962.16
1,3962.63,3962.78,3958.5,3958.56
0,3958.22,3960.44,3958.22,3960.44
1,3960.19,3962.47,3959.81,3960.13
0,3960.09,3962.41,3960.09,3961
0,3960.75,3961.56,3960,3960.09
0,3960.06,3960.19,3955.44,3956.03
0,3956.13,3957.38,3954.38,3955.78
0,3955.06,3956.09,3954.13,3955.5
1,3954.72,3955.22,3953.5,3955.22
1,3955.47,3959.66,3955.31,3959.63
1,3959.75,3960.91,3959,3960.41
0,3960.47,3961.78,3960.16,3961.09
0,3960.97,3961.75,3960.19,3960.38
0,3960.31,3960.31,3958.84,3959.25
1,3959.28,3959.28,3958.34,3958.97
0,3959.16,3961.59,3959.16,3961.5
1,3961.53,3961.53,3959.28,3959.97
0,3960.22,3962.78,3960.06,3962.59
1,3962.56,3962.56,3960.5,3961.31
0,3961.44,3963.47,3961.25,3963.47
0,3963.13,3963.13,3961.16,3961.59
0,3961.66,3961.69,3960.81,3960.84
0,3960.78,3960.84,3959.31,3960
1,3960.03,3960.03,3958.56,3959.09
1,3959.19,3959.81,3958.88,3959.16
1,3959.03,3960.63,3958.91,3960.5
0,3960.47,3962.44,3960.47,3962.44
0,3962.72,3963.31,3961.63,3961.66
1,3961.53,3961.53,3959.38,3960.88
0,3960.78,3962.38,3960.78,3961.5
1,3961.75,3962.97,3960.56,3960.94
0,3961.06,3961.81,3960.5,3961.44
0,3961.25,3961.28,3958.88,3959.09
1,3958.63,3959.16,3957.47,3958.47
0,3958.38,3959.66,3958.34,3958.81
1,3958.41,3958.5,3956.63,3957.28
1,3957.31,3958.03,3957.19,3957.69
0,3957.63,3959.22,3957.5,3958.66
1,3958.63,3959.06,3957.16,3957.47
1,3957.41,3958.88,3957.31,3958.59
0,3958.66,3959.59,3958.66,3959.41
1,3959.5,3959.53,3958.56,3958.84
0,3958.75,3959.03,3957.75,3959.03
0,3958.88,3959.06,3957.56,3957.59
0,3957.78,3958.97,3955.44,3955.44
1,3955.91,3955.91,3953.31,3954.09
0,3954.13,3955.75,3954.13,3955.66
1,3955.78,3955.78,3954,3954.09
1,3954.16,3955.25,3953.09,3955.09
1,3955.13,3955.53,3954.41,3955.19
1,3955.16,3955.63,3954.59,3955.22
1,3955.28,3956.78,3955.28,3956.69
0,3956.56,3957.03,3955.47,3957.03
0,3957,3957.09,3955.56,3955.88
0,3955.81,3955.81,3952.69,3953.09
0,3952.91,3953.16,3951.09,3951.09
0,3950.31,3951.06,3949.03,3949.06
1,3948.97,3949.88,3947.5,3947.69
1,3947.91,3949.25,3945.75,3949.16
0,3949.13,3950.81,3949.13,3950.34
1,3950.09,3950.38,3946.94,3946.94
1,3947.66,3947.81,3946.53,3947.53
0,3947.63,3950.22,3947.59,3949.75
0,3949.91,3950,3948.66,3948.66
0,3948.78,3949.13,3947.22,3947.41
1,3947.38,3947.38,3944.66,3945.38
1,3945.59,3947.44,3945.59,3947.38
1,3947.19,3948.47,3947.13,3948.47
0,3948.31,3949.31,3948.09,3948.97
0,3949.03,3949.13,3948.06,3948.06
1,3947.91,3948.03,3945.69,3945.78
0,3945.63,3947.53,3945.5,3947.44
1,3947.25,3948.06,3946.31,3947.03
0,3946.84,3947.56,3944.97,3947.25
0,3947.09,3947.31,3943.69,3944.25
0,3944.34,3944.5,3943.66,3943.94
1,3943.84,3944.31,3943.31,3943.44
0,3943.38,3945.03,3943.38,3944.69
1,3944.56,3945.22,3943.91,3944.03
1,3943.56,3945.28,3943.06,3945.28
1,3945.31,3947.19,3945.13,3947.19
0,3947.22,3947.81,3946.53,3947.28
0,3947.25,3947.63,3946.41,3947.16
1,3947.19,3947.44,3946.63,3946.88
1,3946.97,3947.56,3946.78,3947.25
0,3946.78,3948.06,3946.78,3948
1,3948.03,3948.16,3946.16,3946.38
1,3946.63,3947.5,3946.16,3947.5
0,3947.47,3949,3947.19,3948.59
0,3948.63,3949.25,3947.91,3948.22
1,3948.16,3948.5,3947.81,3948.19
1,3948.13,3949.25,3948.06,3948.53
1,3948.59,3949.5,3948.53,3949.5
0,3949.31,3950.03,3949.06,3949.78
0,3949.75,3949.75,3946.66,3947
0,3946.97,3947.44,3946.34,3946.66
0,3946.5,3946.88,3945.69,3946.19
0,3946.13,3946.5,3944.72,3945.28
0,3945.63,3945.63,3944.31,3944.78
1,3944.09,3945.28,3943.94,3944.28
